# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	62556
#@/user_id	3341f95e-2102-4b54-a91e-f7eb6dfaf9d9
ma shang 	馬上	c=6 d=1 t=58847
ma tong 	馬桶	c=1 d=1 t=38673
ma wo 	罵我	c=1 d=1 t=20238
ma ya 	媽呀	c=1 d=1 t=54105
ma yao 	麻藥	c=1 d=0.1 t=20846
ma yi 	螞蟻	c=2 d=1 t=21508
mai 	買	c=95 d=2.65685 t=61534
mai 	賣	c=16 d=1.3291 t=61535
mai 	邁	c=1 d=1 t=44351
mai ben 	買本	c=1 d=1 t=23442
mai bu dao 	買不到	c=2 d=1 t=46440
mai bu mai 	買不買	c=1 d=1 t=9046
mai bu qi 	買不起	c=4 d=1.99501 t=59426
mai cai 	買菜	c=2 d=1.95123 t=39583
mai che 	買車	c=3 d=1 t=41968
mai dang lao 	麥當勞	c=1 d=1 t=1358
mai dao 	買到	c=3 d=1 t=60795
mai de 	買的	c=16 d=2.05487 t=61483
mai de hua 	買的話	c=2 d=1.00756 t=55897
mai de shao 	買的少	c=1 d=1 t=60015
mai dian 	買點	c=0 d=0.1 t=6597
mai dian er 	買點兒	c=6 d=1.04905 t=60632
mai fang 	買房	c=9 d=2.54521 t=52608
mai ge 	買個	c=23 d=1.01418 t=61209
mai ge 	賣個	c=2 d=1 t=47447
mai guo 	買過	c=3 d=1 t=60829
mai ji gen 	買幾根	c=1 d=1 t=13789
mai jia 	賣家	c=2 d=1.9802 t=45350
mai ka 	買卡	c=1 d=1 t=62140
mai ke feng 	麥克風	c=7 d=1 t=39423
mai lai 	買來	c=2 d=1 t=57852
mai le 	買了	c=41 d=1.38695 t=61158
mai le 	賣了	c=3 d=1.9802 t=53753
mai le ba 	買了吧	c=1 d=1 t=9396
mai le yi dian dian 	買了一點點	c=1 d=1 t=3419
mai lia 	買倆	c=1 d=1 t=30213
mai lo 	買咯	c=1 d=1 t=4636
mai mai 	買買	c=0 d=0.1 t=39392
mai mai 	買賣	c=4 d=1.86936 t=34832
mai mai mai 	買買買	c=3 d=1 t=58506
mai meng 	買夢	c=1 d=1 t=13615
mai meng 	賣萌	c=1 d=1 t=13616
mai pan 	買盤	c=4 d=3.92146 t=21387
mai pan 	賣盤	c=1 d=1 t=21389
mai piao 	買票	c=1 d=1 t=51981
mai qi 	買氣	c=2 d=1 t=47920
mai qi lai 	埋起來	c=1 d=1 t=5184
mai sha 	買啥	c=3 d=1 t=61715
mai shen me 	買什麼	c=0 d=0.1 t=22818
mai shen me ya 	買什麼呀	c=2 d=1 t=50864
mai tao 	買套	c=1 d=1 t=41617
mai tiao 	買條	c=2 d=1.96079 t=45550
mai wa 	買哇	c=1 d=1 t=47963
mai wan 	買完	c=1 d=0.1 t=48475
mai wan le 	買完了	c=2 d=1.99501 t=48477
mai xia 	買下	c=1 d=1 t=50399
mai ya 	買呀	c=3 d=1 t=34971
mai yao 	買藥	c=1 d=1 t=2669
mai yi ge 	買一個	c=7 d=1 t=61037
mai yi song yi 	買一送一	c=1 d=1 t=9002
mai yuan 	埋怨	c=0 d=0.1 t=35296
mai yuan wo 	埋怨我	c=1 d=1 t=35297
mai zhao 	買着	c=1 d=1 t=51719
mai zhe ge 	買這個	c=2 d=1 t=40341
mai zhou 	麥粥	c=1 d=1 t=39569
man 	慢	c=8 d=3.69044 t=49683
man 	曼	c=1 d=1 t=57181
man bi 	滿幣	c=2 d=1.00016 t=4432
man che 	慢車	c=1 d=1 t=60097
man fen 	滿分	c=2 d=1 t=36118
man le 	滿了	c=1 d=1 t=50953
man man 	慢慢	c=16 d=1.8914 t=56816
man man 	滿滿	c=1 d=1 t=58537
man man lai 	慢慢來	c=4 d=0.1 t=34975
man man lai wa 	慢慢來哇	c=2 d=1 t=60208
man man zuo 	慢慢做	c=1 d=1 t=23640
man tou 	饅頭	c=4 d=1 t=39563
man yi 	滿意	c=2 d=1 t=53954
man yi le 	滿意了	c=1 d=1 t=21543
man zu 	滿足	c=7 d=1 t=61802
man zui 	滿嘴	c=1 d=1 t=57976
mang 	忙	c=29 d=1 t=61649
mang bu mang 	忙不忙	c=8 d=1.0052 t=31486
mang bu mang le 	忙不忙了	c=1 d=1 t=22776
mang de 	忙得	c=1 d=1 t=46524
mang kan 	盲看	c=1 d=1 t=29223
mang le 	忙了	c=2 d=1 t=49131
mang zhe 	忙着	c=1 d=1 t=12677
mao 	毛	c=4 d=0.1 t=23825
mao 	貓	c=17 d=1.08168 t=59244
mao bing 	毛病	c=3 d=1 t=36596
mao bu yi 	毛不易	c=1 d=1 t=23826
mao gou 	貓狗	c=4 d=1 t=52947
mao sha 	貓砂	c=1 d=1 t=55265
mao ye ye 	貓爺爺	c=1 d=1 t=47928
mao zi 	帽子	c=1 d=1 t=9133
me 	麼	c=77 d=1.12595 t=60628
me a 	麼啊	c=1 d=1 t=33600
me de 	麼的	c=2 d=1 t=22378
me er 	麼兒	c=0 d=0.1 t=12453
me me 	麼麼	c=58 d=1.99501 t=51211
me me da 	麼麼噠	c=2 d=1 t=53996
me me da 	麼麼打	c=1 d=1 t=30818
me me me er me 	麼麼麼兒麼	c=1 d=1 t=12454
me me me me 	麼麼麼麼	c=19 d=1.00085 t=47475
me me me me ma 	麼麼麼麼嗎	c=1 d=1 t=5634
me me me me me me me me 	麼麼麼麼麼麼麼麼	c=1 d=1 t=46523
me me me me me me me me me 	麼麼麼麼麼麼麼麼麼	c=1 d=1 t=13013
me me zha 	麼麼扎	c=1 d=1 t=32389
me shi er 	麼事兒	c=1 d=1 t=53812
me you 	麼有	c=1 d=1 t=16964
me zuo 	麼做	c=1 d=1 t=6860
mei 	妹	c=1 d=1 t=47839
mei 	枚	c=1 d=1 t=48894
mei 	每	c=2 d=1 t=52487
mei 	沒	c=204 d=0.17179 t=62539
mei 	美	c=5 d=1 t=60396
mei a 	沒啊	c=1 d=1 t=47493
mei ban 	美版	c=2 d=1.94176 t=61488
mei ban fa 	沒辦法	c=17 d=2.22563 t=58087
mei bao xiu 	沒保修	c=1 d=1 t=47960
mei bei zhu 	沒備註	c=1 d=1 t=31390
mei ben shi 	沒本事	c=1 d=1 t=6581
mei bi yao 	沒必要	c=2 d=1 t=47427
mei bian 	沒變	c=1 d=1 t=16660
mei chi wan 	沒吃完	c=1 d=1 t=17476
mei chu 	沒出	c=1 d=1 t=28820
mei ci 	每次	c=22 d=1 t=59624
mei cuo 	沒錯	c=5 d=1 t=40455
mei dai 	沒帶	c=2 d=1 t=47829
mei dai yi fu 	沒帶衣服	c=1 d=1 t=11010
mei dang 	每當	c=1 d=1 t=9906
mei dao 	美刀	c=2 d=1 t=52504
mei de 	沒得	c=3 d=1.25666 t=58334
mei de 	美的	c=1 d=1 t=26061
mei de hua 	沒的話	c=1 d=1 t=59256
mei de xuan le 	沒得選了	c=1 d=1 t=12045
mei di fang 	沒地方	c=1 d=1 t=32433
mei dian 	沒電	c=0 d=0.1 t=12776
mei dian le 	沒電了	c=2 d=1 t=47862
mei dian shi 	沒電視	c=1 d=1 t=57536
mei dong guo 	沒動過	c=1 d=1 t=36162
mei duo da shi er 	沒多大事兒	c=1 d=1 t=17653
mei duo hao 	沒多好	c=1 d=1 t=36611
mei duo shao 	沒多少	c=1 d=1 t=29451
mei duo shao qian 	沒多少錢	c=2 d=1 t=36885
mei fa 	美髮	c=4 d=1 t=58287
mei fan ying 	沒反應	c=1 d=1 t=36134
mei gan 	沒幹	c=1 d=1 t=34513
mei gao 	沒搞	c=1 d=1 t=44270
mei ge 	每個	c=4 d=2.32608 t=54725
mei ge ren 	每個人	c=1 d=1 t=51165
mei ge xiao shi 	每個小時	c=1 d=1 t=7650
mei ge yue 	每個月	c=3 d=1 t=47657
mei gei 	沒給	c=1 d=1 t=50409
mei gei ni 	沒給你	c=1 d=1 t=35931
mei gen ni 	沒跟你	c=2 d=1 t=9705
mei gen wo 	沒跟我	c=1 d=1 t=9530
mei gong zuo 	沒工作	c=1 d=1 t=60328
mei guan xi 	沒關係	c=3 d=1.01145 t=53397
mei guan zhu 	沒關注	c=1 d=1 t=62540
mei guo 	沒過	c=1 d=1 t=22793
mei guo 	美國	c=13 d=1.00012 t=58390
mei hang 	每行	c=1 d=1 t=28760
mei he wo 	沒和我	c=1 d=1 t=61253
mei hua 	美化	c=1 d=1 t=20855
mei huo 	沒活	c=1 d=1 t=24526
mei huo le 	沒貨了	c=1 d=1 t=59849
mei ji ci 	沒幾次	c=1 d=1 t=31424
mei ji tiao 	沒幾條	c=1 d=1 t=61668
mei jin 	沒勁	c=1 d=1 t=35528
mei kai 	沒開	c=1 d=0.1 t=39102
mei kai ma 	沒開嗎	c=1 d=1 t=39103
mei kan 	沒看	c=5 d=1 t=59469
mei kan dao 	沒看到	c=1 d=1 t=53494
mei kan guo 	沒看過	c=2 d=1.00861 t=56387
mei kan le 	沒看了	c=1 d=1 t=19275
mei kan ming bai 	沒看明白	c=1 d=1 t=16948
mei le 	沒了	c=9 d=1 t=60240
mei li 	魅力	c=1 d=1 t=38311
mei li qi 	沒力氣	c=2 d=1.94176 t=9691
mei mai 	沒買	c=2 d=1 t=60239
mei mai dao guo 	沒買到過	c=1 d=1 t=50999
mei mai guo 	沒買過	c=1 d=1 t=54039
mei mao 	眉毛	c=0 d=0.1 t=8778
mei mao bing 	眉毛餅	c=3 d=1.27665 t=20075
mei mei 	美美	c=1 d=1 t=44139
mei na me 	沒那麼	c=1 d=0.1 t=48132
mei nao 	沒鬧	c=2 d=1.65705 t=60264
mei ne 	沒呢	c=1 d=1 t=35145
mei neng 	沒能	c=1 d=1 t=21692
mei ni de 	沒你的	c=1 d=1 t=30229
mei nian 	每年	c=3 d=1 t=47964
mei pai 	每排	c=0 d=0.1 t=835
mei qi 	煤氣	c=1 d=1 t=50496
mei qian 	沒錢	c=6 d=1.02503 t=58799
mei qian a 	沒錢啊	c=1 d=1 t=58523
mei qu 	美區	c=3 d=1 t=57558
mei ren 	沒人	c=4 d=1.52885 t=52010
mei ri 	每日	c=1 d=1 t=56292
mei ru zhang 	沒入賬	c=1 d=1 t=56872
mei sha 	沒啥	c=31 d=1.0002 t=61736
mei sha ren 	沒啥人	c=1 d=1 t=32087
mei sha shi er 	沒啥事兒	c=1 d=0.1 t=61887
mei sha shi er le o 	沒啥事兒了哦	c=1 d=1 t=41215
mei sha wen ti 	沒啥問題	c=1 d=1 t=41856
mei sha yong 	沒啥用	c=2 d=1 t=54918
mei shan 	眉山	c=1 d=1 t=58455
mei shen me 	沒什麼	c=11 d=1 t=58327
mei shen me shi er 	沒什麼事兒	c=2 d=1 t=31571
mei sheng bing 	沒生病	c=1 d=1 t=17293
mei shi 	美式	c=1 d=1 t=4851
mei shi 	美食	c=2 d=1.9802 t=13178
mei shi er 	沒事兒	c=55 d=1.00002 t=62428
mei shi er bu yong 	沒事兒不用	c=1 d=1 t=10246
mei shi er le 	沒事兒了	c=4 d=1 t=38215
mei shui 	沒睡	c=1 d=1 t=3778
mei shuo 	沒說	c=5 d=1 t=62008
mei suan 	沒算	c=2 d=1.956 t=32894
mei ti 	媒體	c=1 d=1 t=15471
mei tian 	每天	c=12 d=1.65419 t=61078
mei tie mo 	沒貼膜	c=2 d=1 t=61900
mei ting guo 	沒聽過	c=2 d=1 t=15457
mei ting jian 	沒聽見	c=2 d=1 t=5868
mei tu 	沒塗	c=1 d=1 t=2091
mei tuan 	沒團	c=1 d=1 t=49468
mei wa 	美蛙	c=1 d=1.07531 t=27651
mei wa yu tou 	美蛙魚頭	c=1 d=1 t=27652
mei wen hua 	沒文化	c=1 d=1 t=17106
mei wen ti 	沒問題	c=21 d=1.00497 t=56587
mei wen ti le 	沒問題了	c=1 d=1 t=1739
mei xi 	梅西	c=2 d=1.88692 t=15682
mei xi wan 	沒洗碗	c=1 d=1 t=17481
mei xiang dao 	沒想到	c=1 d=1 t=15729
mei xiang mai 	沒想買	c=1 d=1 t=59802
mei xiao shi 	每小時	c=3 d=2.9361 t=21425
mei xie guo 	沒寫過	c=2 d=1 t=53919
mei xin hao 	沒信號	c=1 d=1 t=2560
mei yan 	美顏	c=3 d=1.19921 t=6437
mei yao 	沒要	c=2 d=1 t=39003
mei yi bu 	每一步	c=1 d=1 t=56628
mei yi ci 	每一次	c=1 d=1 t=1921
mei yi fen 	沒一份	c=1 d=1 t=339
mei yi ge 	每一個	c=1 d=1 t=54746
mei yi si 	沒意思	c=2 d=1 t=53764
mei yi zhen 	沒一幀	c=1 d=1 t=23367
mei yong 	沒用	c=8 d=1 t=61878
mei yong a 	沒用啊	c=1 d=1 t=27553
mei yong guo 	沒用過	c=3 d=1 t=56757
mei yong le 	沒用了	c=2 d=1 t=24559
mei you 	沒有	c=177 d=1.58191 t=62296
mei you ba 	沒有把	c=1 d=1 t=17356
mei you de hua 	沒有的話	c=2 d=1 t=62337
mei you fang huo qiang 	沒有防火牆	c=1 d=1 t=1884
mei you le 	沒有了	c=6 d=1.0135 t=60161
mei you le wa 	沒有了哇	c=1 d=1 t=35054
mei you mao bing 	沒有毛病	c=1 d=1 t=1437
mei you ni 	沒有你	c=1 d=1 t=60509
mei you qian 	沒有錢	c=1 d=1 t=3135
mei you wen ti 	沒有問題	c=0 d=0.1 t=25061
mei you wo 	沒有我	c=1 d=1 t=9418
mei yuan 	美元	c=3 d=1 t=58248
mei za 	沒咋	c=1 d=1 t=35291
mei zai 	沒在	c=1 d=1 t=61621
mei zan 	沒咱	c=1 d=1 t=11675
mei ze ze 	沒嘖嘖	c=1 d=1 t=50366
mei zen me 	沒怎麼	c=1 d=1 t=51300
mei zhe 	沒轍	c=1 d=1 t=21656
mei zhe ge 	沒這個	c=1 d=1 t=54568
mei zhe me duo 	沒這麼多	c=1 d=1 t=42542
mei zhe zhong 	沒這種	c=1 d=1 t=30098
mei zhou 	每週	c=3 d=1 t=33791
mei zhun 	沒準	c=0 d=0.1 t=11293
mei zhun you yong 	沒準有用	c=1 d=1 t=11294
mei zi 	妹子	c=1 d=1 t=53238
mei zi ge le 	沒資格了	c=1 d=1 t=52524
mei zi zi 	美滋滋	c=3 d=1.00001 t=52616
mei zu 	每組	c=1 d=1 t=24228
mei zu 	魅族	c=1 d=1 t=2640
men 	們	c=37 d=1 t=60642
men 	燜	c=1 d=1 t=51463
men 	門	c=3 d=0.100043 t=60660
men jin 	門禁	c=1 d=1 t=18720
men kan 	門檻	c=4 d=1.38709 t=59741
men kan di 	門檻低	c=1 d=1 t=41616
men ke 	門課	c=0 d=0.1 t=28962
men ke yi 	們可以	c=1 d=1 t=49572
men kou 	門口	c=1 d=1 t=10102
men mian 	燜麪	c=1 d=1 t=52018
men xian zai 	們現在	c=1 d=1 t=29603
meng 	夢	c=1 d=1 t=32091
meng 	孟	c=1 d=1 t=18535
meng 	猛	c=2 d=1 t=43816
meng 	萌	c=3 d=1 t=61395
meng 	蒙	c=3 d=1 t=34035
meng bi 	矇蔽	c=2 d=1 t=44111
meng di ou 	蒙迪歐	c=1 d=1 t=24111
meng na li sha 	蒙娜麗莎	c=2 d=1 t=17929
meng shu 	萌叔	c=1 d=1 t=19426
meng xiang 	夢想	c=1 d=1 t=49817
mi 	咪	c=1 d=0.1 t=45368
mi 	米	c=2 d=1 t=55635
mi ao 	祕奧	c=0 d=0.1 t=46277
mi ao ma 	祕奧嗎	c=1 d=1 t=46278
mi ji 	密集	c=1 d=1 t=55570
mi ma 	密碼	c=32 d=1.01662 t=59062
mi ma xue 	密碼學	c=1 d=1 t=41548
mi tang 	米湯	c=7 d=1 t=61868
mi tang 	蜜糖	c=1 d=1 t=3316
mi yao 	密鑰	c=3 d=0.1 t=58863
mi yao chuan 	密鑰串	c=1 d=1 t=58864
mian 	免	c=5 d=1 t=12892
mian 	棉	c=0 d=0.1 t=14485
mian 	麪	c=19 d=1 t=57514
mian ban 	面板	c=2 d=1 t=55020
mian bao 	麪包	c=13 d=1.00035 t=53949
mian bao che 	麪包車	c=1 d=1 t=4597
mian bao dian 	麪包店	c=5 d=1 t=60644
mian bao ji 	麪包機	c=1 d=1 t=8803
mian bao shang 	麪包上	c=1 d=1 t=3506
mian dui 	面對	c=1 d=1 t=29857
mian dun 	免燉	c=1 d=1 t=5356
mian er 	面兒	c=1 d=1 t=35522
mian fei 	免費	c=13 d=1.03137 t=57460
mian fei en 	免費恩	c=1 d=1 t=39859
mian fei yong 	免費用	c=1 d=1 t=41259
mian gui 	免貴	c=1 d=1 t=30976
mian ji 	面積	c=1 d=1 t=10843
mian lin 	面臨	c=1 d=1 t=8139
mian mian 	面面	c=1 d=1 t=3898
mian mo 	面膜	c=3 d=2.89786 t=6142
mian qian 	面前	c=2 d=1 t=20330
mian shi 	面試	c=2 d=1 t=59782
mian shi 	麪食	c=1 d=1 t=45924
mian tiao 	免挑	c=2 d=1 t=51601
mian xiang 	面向	c=2 d=1 t=46973
mian xiang dui xiang 	面向對象	c=1 d=1 t=17583
mian xiang le 	面向了	c=1 d=1 t=39671
mian ze 	免責	c=1 d=1 t=26865
miao 	喵	c=6 d=1.08673 t=54586
miao 	妙	c=1 d=1 t=16137
miao 	秒	c=2 d=1 t=16136
miao mang 	渺茫	c=0 d=0.1 t=1750
miao mang le 	渺茫了	c=1 d=1 t=1751
miao miao 	喵喵	c=0 d=0.1 t=51666
miao miao ji 	喵喵機	c=1 d=1 t=51667
miao pa si 	喵帕斯	c=2 d=1 t=55322
miao zhun 	瞄準	c=0 d=0.1 t=37835
miao zhun le 	瞄準了	c=1 d=1 t=37836
min 	民	c=1 d=1 t=55354
min ge dou 	民格鬥	c=1 d=1 t=9283
min su 	民宿	c=3 d=2.95902 t=23960
min yao 	民謠	c=1 d=1 t=46791
ming 	名	c=12 d=1 t=62425
ming 	命	c=2 d=1.97045 t=58563
ming bai 	明白	c=5 d=1.00019 t=61188
ming bai le 	明白了	c=7 d=1.79852 t=39488
ming cheng 	名稱	c=2 d=1 t=39476
ming ci 	名詞	c=1 d=1 t=50186
ming dan 	名單	c=0 d=0.1 t=57140
ming liao 	明瞭	c=1 d=1 t=39917
ming ling 	命令	c=3 d=1.86936 t=53126
ming ming bai bai 	明明白白	c=1 d=0.700496 t=25763
ming ming bai bai de 	明明白白的	c=1 d=1 t=25764
ming ming shi 	明明是	c=0 d=0.1 t=59233
ming ming shi ni xiang 	明明是你想	c=1 d=1 t=59234
ming nian 	明年	c=13 d=1.00258 t=61494
ming que 	明確	c=9 d=1.99501 t=49746
ming shuo 	明說	c=1 d=1 t=10115
ming tian 	明天	c=90 d=1.00005 t=61541
ming xian 	明顯	c=3 d=1 t=57229
ming zhi 	明治	c=2 d=1 t=40979
ming zhi dao 	明知道	c=1 d=1 t=56347
ming zi 	名字	c=11 d=1.94176 t=54734
ming zi lai le 	名字來了	c=1 d=1 t=15172
mo 	摸	c=3 d=1 t=31484
mo 	模	c=1 d=1 t=8796
mo 	磨	c=2 d=1 t=47981
mo 	膜	c=1 d=1 t=48491
mo ban 	模板	c=8 d=1 t=62176
mo fang 	模仿	c=1 d=1 t=17890
mo hao 	抹好	c=1 d=1 t=32275
mo he 	磨合	c=1 d=1 t=31908
mo hu 	模糊	c=11 d=1.00005 t=21529
mo ji 	墨跡	c=1 d=1 t=48204
mo ke 	墨客	c=1 d=1 t=56535
mo kuai 	模塊	c=2 d=1.66034 t=25211
mo lian 	抹臉	c=1 d=1 t=44133
mo lian 	磨練	c=1 d=1 t=53971
mo ming qi miao 	莫名其妙	c=1 d=1 t=46811
mo mo 	摸摸	c=2 d=1 t=17156
mo mo 	脈脈	c=1 d=1 t=56921
mo mo 	默默	c=2 d=1 t=60439
mo ni 	模擬	c=5 d=1.04328 t=46659
mo ren 	默認	c=5 d=1.00007 t=56551
mo shi 	模式	c=8 d=1.99005 t=51430
mo shou 	魔獸	c=1 d=1 t=37559
mo suo 	摸索	c=1 d=1 t=28729
mo tuo 	摩托	c=2 d=1 t=42456
mo tuo che 	摩托車	c=2 d=1.99005 t=26355
mo xing 	模型	c=103 d=4.88564 t=61229
mo xing shi yong 	模型使用	c=2 d=1 t=49176
mo xing yi zhi 	模型移植	c=1 d=1 t=23143
mo yu 	摸魚	c=2 d=1 t=54642
mou 	某	c=3 d=1 t=36360
mou ge 	某個	c=4 d=1.00037 t=36132
mou ge bi 	某個幣	c=1 d=1 t=7676
mou xie 	某些	c=2 d=1.99501 t=8126
mu 	木	c=1 d=1 t=33812
mu 	母	c=2 d=1.90484 t=48878
mu ban 	模板	c=0 d=0.1 t=30036
mu bei 	木北	c=1 d=1 t=2041
mu bi 	木筆	c=0 d=0.1 t=21382
mu bi o 	木筆哦	c=1 d=1 t=21383
mu biao 	目標	c=12 d=4.6161 t=45742
mu biao jian ce 	目標檢測	c=1 d=1 t=26727
mu ce 	目測	c=1 d=1 t=4716
mu dan 	牡丹	c=0 d=0.1 t=27316
mu dan hua 	牡丹花	c=1 d=1 t=10400
mu dan yuan 	牡丹園	c=1 d=1 t=27317
mu di 	目的	c=2 d=1 t=54325
mu gong si 	母公司	c=2 d=1.57407 t=4280
mu guang 	目光	c=1 d=1 t=41566
mu guang zhi cheng 	目光支撐	c=1 d=1 t=17942
mu kou 	母口	c=1 d=1 t=54594
mu li 	牡蠣	c=1 d=1 t=61962
mu lu 	目錄	c=17 d=1.93707 t=55824
mu ma 	木馬	c=1 d=1 t=48776
mu qian 	幕前	c=1 d=1 t=33813
mu qian 	目前	c=4 d=1.06561 t=36382
mu qian hai mei you 	目前還沒有	c=1 d=1 t=29601
mu qian jie duan 	目前階段	c=1 d=1 t=36383
mu wu 	木屋	c=3 d=1 t=34045
mu wu shao kao 	木屋燒烤	c=1 d=1 t=14728
mu zhu 	母豬	c=0 d=0.1 t=58033
na 	哪	c=1 d=1 t=24968
na 	拿	c=24 d=1.10699 t=61958
na 	那	c=172 d=1.13961 t=62201
na ben 	哪本	c=1 d=1 t=23429
na bi xu 	那必須	c=1 d=1 t=50974
na bian 	那邊	c=21 d=1 t=62260
na bu 	那不	c=0 d=0.1 t=2742
na bu dao 	拿不到	c=1 d=1 t=58433
na bu ding 	拿不定	c=1 d=1 t=9369
na bu fen 	那部分	c=5 d=1 t=56128
na bu neng 	那不能	c=1 d=1 t=17487
na bu xing 	那不行	c=2 d=1 t=7045
na ceng 	那層	c=1 d=1 t=40750
na chi sha ya 	那吃啥呀	c=1 d=1 t=40577
na chu 	拿出	c=2 d=1 t=52801
na chu lai 	拿出來	c=1 d=1 t=13782
na ci 	哪次	c=1 d=1 t=32109
na ci 	那次	c=2 d=1 t=10086
na cuo 	拿錯	c=1 d=1 t=15232
na dao 	拿到	c=15 d=1 t=51615
na dao 	那道	c=1 d=1 t=12220
na dao de 	拿到的	c=2 d=1.74826 t=3612
na dao le 	拿到了	c=1 d=1 t=17817
na dao shi 	那倒是	c=1 d=1 t=7540
na dian er 	那點兒	c=1 d=1 t=53748
na er 	哪兒	c=25 d=1.00025 t=61718
na er 	那兒	c=3 d=1 t=57965
na er de 	哪兒的	c=1 d=1 t=23430
na er le 	哪兒了	c=2 d=1.75957 t=31578
na er na er 	哪兒哪兒	c=1 d=1 t=31964
na er ne 	哪兒呢	c=1 d=1 t=42417
na er qu 	哪兒去	c=1 d=1 t=31938
na ge 	哪個	c=14 d=1 t=58933
na ge 	那個	c=97 d=3.23362 t=62489
na ge ren 	那個人	c=3 d=1 t=42655
na hai 	那還	c=1 d=1 t=42617
na hai neng 	那還能	c=1 d=1 t=1790
na hao 	那好	c=1 d=1 t=23742
na hen bang 	那很棒	c=2 d=1.29671 t=55284
na hui er 	那會兒	c=10 d=1 t=54580
na hui qu 	拿回去	c=1 d=1 t=61855
na ji ge 	那幾個	c=2 d=1 t=24898
na jia 	哪家	c=4 d=1 t=49457
na jia 	那家	c=2 d=1.956 t=23955
na jiao 	那叫	c=1 d=1 t=15979
na jiu 	那就	c=59 d=1.00273 t=60707
na jiu dei 	那就得	c=1 d=1 t=5588
na jiu deng zhe 	那就等着	c=1 d=1 t=44213
na jiu hao 	那就好	c=2 d=1 t=46272
na jiu qu 	那就去	c=2 d=1 t=46589
na jiu shi 	那就是	c=4 d=1.00002 t=62415
na ju 	那句	c=1 d=1 t=40487
na ju hua 	那句話	c=1 d=1 t=4970
na kan 	哪堪	c=1 d=1 t=31804
na ke 	那可	c=1 d=1 t=37793
na ken ding 	那肯定	c=6 d=1 t=51964
na lai 	拿來	c=3 d=1 t=56372
na le 	拿了	c=1 d=1 t=3676
na li 	哪裏	c=19 d=1 t=61421
na li 	那裏	c=2 d=1 t=58633
na li qu 	哪裏去	c=1 d=1 t=47346
na lia 	那倆	c=1 d=1 t=57220
na liang ge 	那兩個	c=1 d=1 t=39651
na me 	那麼	c=21 d=1.05163 t=59761
na me dian er 	那麼點兒	c=1 d=1 t=22988
na me duo 	那麼多	c=6 d=1.00218 t=51105
na me duo jia 	那麼多家	c=1 d=1 t=26431
na me hao 	那麼好	c=1 d=1 t=18216
na me xiao qi 	那麼小氣	c=1 d=1 t=18883
na ming tian 	那明天	c=1 d=1 t=16700
na ni 	那你	c=68 d=0.101952 t=62015
na ni chi 	那你吃	c=1 d=1 t=59806
na ni deng wo wa 	那你等我哇	c=1 d=1 t=8875
na ni gei wo 	那你給我	c=1 d=1 t=38522
na ni he 	那你和	c=1 d=1 t=53552
na ni hen bang 	那你很棒	c=2 d=1 t=53738
na ni jiu 	那你就	c=5 d=1 t=59934
na ni kan ba 	那你看吧	c=1 d=1 t=9988
na ni kan kan 	那你看看	c=1 d=1 t=62016
na ni ke shuo 	那你可說	c=1 d=1 t=9123
na ni lai le 	那你來了	c=1 d=1 t=2916
na ni men 	那你們	c=3 d=1 t=53595
na ni qu ba 	那你去吧	c=1 d=1 t=17697
na ni shuo wo 	那你說我	c=1 d=1 t=25865
na ni shuo yi xia 	那你說一下	c=1 d=1 t=14629
na ni xian 	那你先	c=1 d=1 t=18701
na ni yi ge ren 	那你一個人	c=1 d=1 t=9620
na ni you mei you 	那你有沒有	c=1 d=1 t=58422
na ni zhe ge 	那你這個	c=1 d=1 t=40985
na ni zi ji 	那你自己	c=1 d=1 t=55911
na pa 	哪怕	c=1 d=1 t=27373
na qian 	拿錢	c=1 d=1 t=29953
na qu 	拿去	c=1 d=1 t=57215
na qun 	那羣	c=1 d=1 t=33913
na sha 	那啥	c=21 d=1.00259 t=61136
na shi 	那是	c=6 d=1 t=55406
na shi sha 	那是啥	c=1 d=1 t=60904
na shui 	納稅	c=3 d=2.96062 t=36856
na suan wo 	那算我	c=1 d=1 t=9448
na tai 	哪臺	c=4 d=1 t=49376
na tai 	那臺	c=2 d=1 t=52060
na tian 	哪天	c=2 d=1 t=49511
na tian 	那天	c=1 d=1 t=61138
na wan yi 	那玩意	c=1 d=1 t=18405
na wei 	哪位	c=1 d=1 t=24185
na wei 	那位	c=1 d=1 t=10181
na wo 	那我	c=14 d=1.0015 t=59128
na wo jiu 	那我就	c=1 d=1 t=62365
na wo lai 	那我來	c=1 d=1 t=52092
na wo shi 	那我是	c=1 d=1 t=24817
na wo shi bu shi 	那我是不是	c=1 d=1 t=20326
na wo ye 	那我也	c=1 d=1 t=58081
na xia 	拿下	c=1 d=1 t=18666
na xie 	哪些	c=17 d=2.72529 t=62277
na yang 	那樣	c=3 d=1 t=54451
na yao 	那要	c=1 d=1 t=32404
na yao gan sha 	那要幹啥	c=1 d=1 t=48747
na yao wo 	那要我	c=1 d=1 t=9633
na yao zen me yang 	那要怎麼樣	c=1 d=1 t=12604
na ye 	那也	c=5 d=1 t=58317
na ye dei 	那也得	c=1 d=1 t=56320
na ye zhi neng shi 	那也只能是	c=1 d=1 t=97
na yi 	那一	c=0 d=0.1 t=32636
na yi duan 	那一段	c=1 d=1 t=60406
