# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	62556
#@/user_id	3341f95e-2102-4b54-a91e-f7eb6dfaf9d9
hai chang 	還長	c=1 d=1 t=41332
hai cheng 	海城	c=0 d=0.1 t=43038
hai dai 	海帶	c=0 d=0.1 t=4437
hai dai si 	海帶絲	c=7 d=3.42253 t=21423
hai dei 	還得	c=39 d=1.48254 t=60453
hai dei he 	還得和	c=1 d=1 t=39030
hai dei shi 	還得是	c=1 d=1 t=20019
hai dei zai 	還得再	c=1 d=1 t=52598
hai di 	海底	c=2 d=1.98437 t=23783
hai di lao 	海地牢	c=2 d=1.94649 t=23775
hai di lao 	海底撈	c=3 d=1 t=61195
hai dian 	海淀	c=2 d=1 t=60219
hai dian qu 	海淀區	c=4 d=1 t=60919
hai dou 	害都	c=2 d=1 t=46871
hai dou dei 	還都得	c=1 d=1 t=59515
hai ei 	還誒	c=1 d=1 t=48979
hai er 	孩兒	c=1 d=1 t=1364
hai hao 	還好	c=15 d=0.1 t=60198
hai hao le 	還好了	c=1 d=1 t=60199
hai hao wa 	還好哇	c=1 d=1 t=30627
hai hui 	還會	c=8 d=1.5886 t=59925
hai hui you 	還會有	c=2 d=0.1 t=26036
hai kan zhe 	還看着	c=1 d=1 t=54439
hai kang 	海康	c=1 d=1 t=51741
hai ke yi 	還可以	c=21 d=2.09047 t=62003
hai kuo yi 	還闊以	c=2 d=1.00021 t=18465
hai li shi 	海力士	c=3 d=1 t=31145
hai mai le xie 	還買了寫	c=1 d=1 t=59283
hai mang 	還忙	c=1 d=1 t=22778
hai mei 	還沒	c=22 d=0.14182 t=55672
hai mei dao 	還沒到	c=1 d=1 t=52761
hai mei ding 	還沒定	c=1 d=1 t=50649
hai mei gei ni 	還沒給你	c=1 d=1 t=16259
hai mei sha shi er 	還沒啥事兒	c=1 d=1 t=61888
hai mei xia ban 	還沒下班	c=1 d=1 t=55673
hai mei you 	還沒有	c=6 d=1 t=49639
hai mei zuo fan 	還沒做飯	c=1 d=1 t=2424
hai men 	孩們	c=1 d=1 t=51176
hai mian fei 	還免費	c=1 d=1 t=41240
hai neng 	還能	c=16 d=1.01025 t=59835
hai neng bu neng 	還能不能	c=1 d=1 t=50123
hai neng zou 	還能走	c=1 d=1 t=9315
hai pian yi 	還便宜	c=2 d=1 t=60052
hai qu 	還去	c=1 d=1 t=55358
hai shao 	還少	c=1 d=1 t=32868
hai shi 	還是	c=155 d=1.52247 t=61690
hai shi bu xing 	還是不行	c=1 d=1 t=22507
hai shi dei 	還是得	c=1 d=1 t=10081
hai shi le 	還試了	c=1 d=1 t=57586
hai shi yao 	還是要	c=1 d=1 t=32372
hai shi you 	還是有	c=1 d=1 t=16945
hai shuo 	還說	c=1 d=1 t=29000
hai suan 	還算	c=4 d=1.02065 t=50994
hai suan dou 	還算都	c=1 d=1 t=31790
hai suan kao pu 	還算靠譜	c=1 d=1 t=30282
hai suan you 	還算有	c=1 d=1 t=42127
hai tou 	海投	c=1 d=1 t=11869
hai wan er 	還玩兒	c=1 d=1 t=41930
hai wo 	害我	c=0 d=0.1 t=3979
hai xiang 	還想	c=7 d=1 t=59046
hai xiang rang 	還想讓	c=1 d=1 t=50172
hai xiang zhe 	還想這	c=1 d=1 t=7610
hai xing 	海星	c=3 d=1 t=57894
hai xing 	還行	c=9 d=1.0102 t=48190
hai xing ba 	還行吧	c=2 d=1 t=16394
hai xing yun 	海星雲	c=12 d=2.43659 t=62091
hai xu yao 	還需要	c=6 d=1 t=60315
hai yan 	海燕	c=0 d=0.1 t=60487
hai yao 	還要	c=10 d=1 t=59024
hai yao duo jiu 	還要多久	c=1 d=1 t=31120
hai yi wei 	害以爲	c=6 d=1.0035 t=62514
hai yong 	還用	c=1 d=1 t=40864
hai yong guo 	還用過	c=1 d=1 t=30887
hai you 	還有	c=101 d=1.02816 t=61913
hai you bie ren 	還有別人	c=1 d=1 t=27362
hai you dian er 	還有點兒	c=1 d=1 t=20848
hai you ge 	還有個	c=1 d=1 t=60718
hai you guan xi 	還有關係	c=1 d=1 t=35958
hai you jiu shi 	還有就是	c=2 d=1 t=59307
hai you shi 	還有是	c=1 d=1 t=3148
hai you shi jian 	還有時間	c=1 d=1 t=38024
hai you shui 	還有誰	c=1 d=1 t=40304
hai you wen ti 	還有問題	c=1 d=1 t=23109
hai you yi ge 	還有一個	c=3 d=1 t=55198
hai you yi ge huo dong 	還有一個活動	c=1 d=1 t=11050
hai you yi ge wen ti 	還有一個問題	c=1 d=1 t=950
hai you yi ge yue 	還有一個月	c=1 d=1 t=16126
hai you yi jian shi qing 	還有一件事情	c=1 d=1 t=14089
hai zai 	還在	c=9 d=1.44486 t=59421
hai zai xiang 	還在想	c=2 d=1 t=9080
hai zhe me 	還這麼	c=1 d=1 t=59817
hai zhe yang 	還這樣	c=1 d=1 t=38848
hai zhen 	還真	c=0 d=0.1 t=2277
hai zhen de 	還真的	c=1 d=1 t=6196
hai zi 	孩子	c=2 d=1 t=44142
han 	含	c=1 d=1 t=19172
han 	喊	c=2 d=1 t=40416
han 	汗	c=2 d=1 t=47277
han 	漢	c=3 d=1.9802 t=30409
han guo 	韓國	c=7 d=1.90032 t=60468
han guo ren 	韓國人	c=1 d=1 t=42763
han ji 	焊劑	c=0 d=0.1 t=26474
han ji hong 	韓繼宏	c=1 d=1 t=3055
han jie 	焊接	c=1 d=1 t=38194
han liang 	含量	c=1 d=1 t=56944
han shang 	喊上	c=1 d=1 t=23096
han shu 	函數	c=4 d=3.60022 t=8944
han wu ji 	寒武紀	c=1 d=1 t=7070
han yi 	含義	c=1 d=1 t=3803
han yin 	漢印	c=1 d=1 t=31046
hang 	航	c=4 d=2.86951 t=49889
hang 	行	c=12 d=1 t=36486
hang cuan gai kou 	行篡改口	c=1 d=1 t=595
hang hao 	行號	c=1 d=1 t=554
hang kong 	航空	c=2 d=1 t=12608
hang qing 	行情	c=2 d=1 t=54225
hang tian 	航天	c=1 d=0.1 t=12608
hang tian da xue 	航天大學	c=1 d=1 t=12609
hang tou 	行頭	c=1 d=1 t=36488
hang wei 	行尾	c=1 d=1 t=36489
hang ye 	行業	c=1 d=1 t=42740
hang zhou 	杭州	c=5 d=1 t=60194
hao 	壕	c=1 d=1 t=9109
hao 	好	c=242 d=1.09475 t=62015
hao 	浩	c=1 d=1 t=49206
hao 	耗	c=1 d=1 t=43175
hao 	薅	c=2 d=1.9802 t=240
hao 	號	c=30 d=2.01353 t=62485
hao 	蠔	c=1 d=1 t=10242
hao ba 	好吧	c=18 d=1 t=61734
hao bu dao 	好不到	c=1 d=1 t=31937
hao bu hao 	好不好	c=4 d=1.05393 t=47909
hao bu rong yi 	好不容易	c=1 d=1 t=48880
hao can 	好慘	c=1 d=1 t=11940
hao chang shi jian 	好長時間	c=1 d=1 t=18496
hao cheng 	號稱	c=1 d=1 t=41687
hao chi 	好吃	c=3 d=1 t=57200
hao chi de 	好吃的	c=3 d=2.97025 t=7156
hao chi ma 	好尺碼	c=1 d=1 t=16227
hao chu 	好處	c=2 d=1 t=54117
hao chu zu 	好出租	c=1 d=1 t=28094
hao dai 	好帶	c=1 d=1 t=20060
hao dai fu 	好大夫	c=3 d=2.63168 t=13892
hao de 	好的	c=202 d=2.84176 t=62511
hao de ba 	好的吧	c=2 d=1 t=43059
hao dian 	耗電	c=1 d=1 t=14206
hao dian er 	好點兒	c=4 d=0.1 t=49831
hao dong xi 	好東西	c=1 d=1 t=58541
hao duo 	好多	c=9 d=1.98524 t=58300
hao duo nian 	好多年	c=1 d=1 t=56830
hao duo nian mei 	好多年沒	c=1 d=1 t=4356
hao duo qian 	好多錢	c=1 d=1 t=8999
hao duo ren 	好多人	c=2 d=1 t=14304
hao duo shi er 	好多事兒	c=1 d=1 t=16406
hao duo shi hou 	好多時候	c=2 d=1 t=23488
hao duo shi qing 	好多事情	c=2 d=1 t=46147
hao er lou 	好二樓	c=1 d=1 t=34340
hao fan 	好煩	c=2 d=1 t=18023
hao hai dong 	郝海東	c=1 d=1 t=20352
hao hao 	好好	c=36 d=1.00133 t=61329
hao hao de 	好好的	c=2 d=1 t=32250
hao hao hao 	好好好	c=11 d=1 t=60108
hao hao shuo hua 	好好說話	c=1 d=1 t=25901
hao hao wen wen 	好好問問	c=1 d=1 t=11098
hao hao xiang xiang 	好好想想	c=1 d=1 t=14944
hao hao xue yi xia 	好好學一下	c=1 d=1 t=15782
hao hua 	豪華	c=1 d=1 t=5263
hao huo 	好貨	c=2 d=1 t=55774
hao ji 	好幾	c=0 d=0.1 t=35651
hao ji ci 	好幾次	c=1 d=1 t=49124
hao ji ji 	好幾集	c=1 d=1 t=35652
hao jie jue 	好解決	c=1 d=1 t=830
hao jiu 	好久	c=13 d=1.28508 t=52277
hao jiu a 	好久啊	c=1 d=1 t=24643
hao jiu zhi qian shuo guo 	好久之前說過	c=1 d=1 t=32019
hao kan 	好看	c=15 d=1.07045 t=57974
hao kan dian er 	好看點兒	c=3 d=1 t=41773
hao kan hao kan hao kan 	好看好看好看	c=1 d=1 t=40697
hao kan wa 	好看哇	c=1 d=1 t=57975
hao lai 	好賴	c=0 d=0.1 t=9830
hao lai hua 	好賴話	c=1 d=1 t=9831
hao le 	好了	c=36 d=1.34159 t=62368
hao le ba 	好了吧	c=1 d=1 t=47215
hao le mei you 	好了沒有	c=1 d=1 t=40937
hao li lai 	好歷來	c=2 d=1.93239 t=48910
hao li you 	好理由	c=1 d=1 t=52354
hao lo 	好咯	c=1 d=1 t=41748
hao lou 	號樓	c=4 d=1 t=39072
hao ma 	好嗎	c=2 d=1 t=38238
hao ma 	號碼	c=3 d=1.91393 t=58434
hao mai 	好賣	c=1 d=1 t=4502
hao ping 	好評	c=1 d=1 t=60348
hao ping tai 	好平臺	c=1 d=1 t=61808
hao qi ci 	好其次	c=1 d=1 t=49123
hao qi xin 	好奇心	c=1 d=1 t=37009
hao shi 	好事	c=0 d=0.1 t=8084
hao shi 	耗時	c=2 d=1.60351 t=25219
hao shi er 	好事兒	c=1 d=1 t=8085
hao shuo 	好說	c=1 d=1 t=39491
hao shuo hua 	好說話	c=0 d=0.1 t=25900
hao tan 	好談	c=1 d=1 t=49901
hao ting 	好聽	c=0 d=0.1 t=17933
hao wan er 	好玩兒	c=1 d=1 t=18415
hao wan er ba 	好玩兒把	c=1 d=1 t=4091
hao wei hu 	好維護	c=1 d=1 t=22670
hao xian 	號線	c=0 d=0.1 t=26934
hao xiang 	好像	c=69 d=1.79652 t=61769
hao xiang dou shi 	好像都是	c=1 d=1 t=4908
hao xiang shi 	好象是	c=5 d=1 t=49204
hao xiang shi mei 	好象是沒	c=1 d=1 t=32015
hao xie 	好些	c=0 d=0.1 t=35708
hao xie shi er 	好些事兒	c=1 d=1 t=35709
hao xue 	好學	c=1 d=0.1 t=15781
hao ya 	好呀	c=1 d=1 t=37537
hao yang 	好樣	c=1 d=1 t=24079
hao yi dian 	好一點	c=3 d=1.00001 t=59306
hao yi dian dian 	好一點點	c=1 d=1 t=56935
hao yi dian er 	好一點兒	c=1 d=1 t=19920
hao yi sheng 	好醫生	c=2 d=1 t=13860
hao yong 	好用	c=8 d=1.48675 t=61123
hao you 	好友	c=2 d=1.95123 t=57705
hao zhai 	豪宅	c=1 d=1 t=58701
hao zhao 	好找	c=2 d=1 t=59739
hao zhu 	好住	c=1 d=1 t=50522
he 	和	c=284 d=1.96563 t=62388
he 	喝	c=27 d=1.23812 t=60739
he 	核	c=3 d=1.27482 t=26418
he bei 	河北	c=2 d=1.97531 t=10330
he bing 	合併	c=8 d=2.92644 t=54161
he bu xia qu 	喝不下去	c=1 d=1 t=7198
he cha 	喝茶	c=2 d=1.99501 t=8298
he ci 	核磁	c=1 d=1 t=2956
he ci gong zhen 	核磁共振	c=1 d=1 t=2919
he fan 	盒飯	c=1 d=1 t=7824
he ge 	合格	c=2 d=1.76721 t=33705
he guo le 	和過了	c=1 d=1 t=32431
he hao 	和好	c=1 d=1 t=31690
he he 	呵呵	c=1 d=1 t=60612
he ji 	合集	c=1 d=1 t=51315
he jiu 	喝酒	c=1 d=1 t=48671
he le 	喝了	c=2 d=1 t=14081
he le yao 	喝了藥	c=1 d=1 t=2725
he li 	合理	c=1 d=1 t=33289
he nan 	河南	c=2 d=1.9802 t=50743
he ni 	和你	c=12 d=1.02441 t=61278
he ni shuo 	和你說	c=3 d=1 t=36242
he ping li 	和平里	c=1 d=1 t=3358
he ren 	和人	c=1 d=1 t=21869
he shi 	合適	c=28 d=1.97045 t=58940
he shi de hua 	合適的話	c=1 d=1 t=18782
he ta 	和他	c=2 d=1 t=35640
he ta 	和她	c=1 d=1 t=53540
he ta men 	喝他們	c=2 d=1 t=27035
he tong 	合同	c=10 d=1 t=53869
he tong li 	合同李	c=1 d=1 t=25699
he tong li mian 	合同裏面	c=2 d=1.00263 t=26860
he wan 	喝完	c=1 d=1 t=58914
he wo 	和我	c=9 d=0.100016 t=61252
he wo shuo 	和我說	c=5 d=1 t=54093
he xin 	核心	c=2 d=0.1 t=53035
he xin 	核芯	c=2 d=1 t=43881
he xin ban zi 	核心板子	c=1 d=1 t=53036
he xin chan qu 	核心產區	c=1 d=1 t=5319
he yue 	合約	c=1 d=1 t=58678
he zhe 	合着	c=1 d=1 t=61179
he zhou 	喝粥	c=2 d=1 t=39562
he zi 	盒子	c=4 d=1 t=34777
he zu 	合租	c=4 d=1 t=51895
he zuo 	合作	c=0 d=0.1 t=33934
he zuo xia 	合作下	c=1 d=1 t=33935
hei 	黑	c=6 d=0.100001 t=51683
hei bai 	黑白	c=6 d=1 t=48999
hei hei 	嘿嘿	c=1 d=1 t=30722
hei hei hei 	黑嘿嘿	c=1 d=1 t=8798
hei ka 	黑卡	c=1 d=1 t=45862
hei ke 	黑客	c=1 d=1 t=6337
hei le 	黑了	c=1 d=1 t=26913
hei mei 	黑莓	c=6 d=1 t=55155
hei pai 	黑牌	c=1 d=1 t=23264
hei ping 	黑屏	c=2 d=1.09442 t=47463
hei qun zi 	黑裙子	c=1 d=1 t=51684
hei se 	黑色	c=7 d=1.94176 t=60849
hei se de 	黑色的	c=1 d=1 t=37590
hei ye 	黑夜	c=1 d=1 t=34872
hei ying 	黑鷹	c=2 d=1.97531 t=10241
hei yu 	黑域	c=4 d=1.60266 t=1789
hen 	很	c=70 d=1.00021 t=61132
hen 	狠	c=1 d=1 t=57132
hen bang 	很棒	c=30 d=1.00861 t=61519
hen bang bang 	很棒棒	c=3 d=1 t=59232
hen bao qian 	很抱歉	c=1 d=1 t=46475
hen bu 	很不	c=1 d=1 t=20615
hen bu cuo 	很不錯	c=2 d=1 t=50472
hen cai 	很菜	c=1 d=1 t=23481
hen chang 	很長	c=1 d=1 t=37948
hen chang jian 	很常見	c=1 d=1 t=27307
hen da 	很大	c=11 d=1.0299 t=40365
hen di 	很低	c=0 d=0.1 t=15895
hen diu ren ma 	很丟人嗎	c=1 d=1 t=25889
hen duo 	很多	c=41 d=1.00097 t=59347
hen duo ci 	很多次	c=2 d=1 t=35845
hen duo de 	很多的	c=1 d=1 t=21439
hen duo hen duo hen duo le 	很多很多很多了	c=1 d=1 t=13423
hen duo keng 	很多坑	c=1 d=1 t=45173
hen duo ren 	很多人	c=2 d=1 t=51023
hen duo shi qing 	很多事情	c=1 d=1 t=10257
hen duo ya 	很多呀	c=1 d=1 t=28164
hen e xin 	很噁心	c=1 d=1 t=13347
hen fang bian 	很方便	c=2 d=1 t=53625
hen fu za 	很複雜	c=1 d=1 t=53612
hen gan ga 	很尷尬	c=2 d=1 t=18924
hen gao 	很高	c=4 d=1 t=61684
hen hao 	很好	c=4 d=1 t=51043
hen hao chi 	很好吃	c=1 d=1 t=337
hen hao kan 	很好看	c=1 d=1 t=51621
hen hua 	狠話	c=3 d=1.49044 t=9902
hen ji 	痕跡	c=0 d=0.1 t=61903
hen jian dan 	很簡單	c=2 d=1 t=45185
hen jiu 	很久	c=5 d=2.98506 t=55116
hen jiu zhi qian 	很久之前	c=1 d=1 t=28925
hen kai xin 	很開心	c=1 d=1 t=11624
hen ke neng 	很可能	c=0 d=0.1 t=29810
hen ke neng shi 	很可能是	c=1 d=1 t=29811
hen kuai 	很快	c=2 d=1 t=25909
hen kuai hen kuai 	很快很快	c=1 d=1 t=5092
hen la ji 	很垃圾	c=1 d=1 t=27006
hen lan 	很爛	c=1 d=1 t=23487
hen lang fei 	很浪費	c=1 d=1 t=8734
hen lei 	很累	c=1 d=1 t=23915
hen ma fan 	很麻煩	c=1 d=1 t=10582
hen man 	很慢	c=1 d=1 t=52085
hen mang 	很忙	c=2 d=1.96079 t=23884
hen mei 	很美	c=1 d=1 t=58221
hen nan 	很難	c=3 d=1 t=55496
hen nan rong he 	很難融合	c=1 d=1 t=5262
hen nan shou 	很難受	c=1 d=1 t=3137
hen niu 	很牛	c=1 d=1 t=56618
hen niu bi 	很牛逼	c=1 d=1 t=40504
hen niu le 	很牛了	c=1 d=1 t=55504
hen pian yi de 	很便宜的	c=1 d=1 t=13363
hen qiang 	很強	c=1 d=1 t=49220
hen qing chu 	很清楚	c=0 d=0.1 t=23403
hen qing chu le 	很清楚了	c=1 d=1 t=23404
hen re 	很熱	c=1 d=1 t=17319
hen rong yi 	很容易	c=4 d=1 t=59350
hen san 	很散	c=1 d=1 t=6408
hen shao 	很少	c=4 d=1 t=28234
hen shuang 	很爽	c=1 d=1 t=48513
hen xi zhi 	很細緻	c=1 d=1 t=23459
hen xiang mai 	很想買	c=1 d=1 t=9386
hen xiao 	很小	c=4 d=1 t=38045
hen xin 	狠心	c=0 d=0.1 t=31820
hen xin le 	狠心了	c=2 d=1.77492 t=31872
hen xing fu 	很幸福	c=1 d=1 t=45927
hen you 	很有	c=3 d=0.1 t=51490
hen you hao 	很友好	c=1 d=1 t=46803
hen you qian 	很有錢	c=1 d=1 t=50558
hen zheng chang 	很正常	c=4 d=1 t=59200
hen zhong yao 	很重要	c=1 d=1 t=3134
heng 	哼	c=25 d=1.42786 t=61956
heng di 	橫笛	c=1 d=1 t=21399
heng ha 	哼哈	c=1 d=1 t=9306
heng heng 	哼哼	c=2 d=1 t=62031
heng pai 	橫排	c=1 d=1 t=61121
hong 	哄	c=6 d=1 t=49415
hong 	宏	c=2 d=1 t=60927
hong 	紅	c=4 d=1 t=60638
hong 	虹	c=1 d=1 t=6079
hong bai 	紅白	c=1 d=1 t=42194
hong bao 	紅包	c=5 d=1 t=54102
hong bei 	烘焙	c=2 d=1.27253 t=3884
hong gan ji 	烘乾機	c=1 d=1 t=29203
hong kuang 	紅框	c=1 d=1 t=62373
hong le 	哄了	c=1 d=1 t=40921
hong se 	紅色	c=4 d=1.99501 t=30255
hong shu 	紅薯	c=0 d=0.1 t=61406
hong wai 	紅外	c=1 d=1 t=2650
hong wai xian 	紅外線	c=1 d=1 t=62073
hong yu 	宏宇	c=3 d=1 t=56010
hou 	吼	c=73 d=1.70973 t=61830
hou 	後	c=9 d=0.1 t=62353
hou 	猴	c=3 d=2.69632 t=12028
hou chu 	後廚	c=1 d=1 t=55100
hou duan 	後端	c=8 d=3.04661 t=56263
hou duan jie kou 	後端接口	c=1 d=1 t=56255
hou guo 	後果	c=1 d=1 t=2392
hou hou 	吼吼	c=7 d=1 t=60600
hou hui 	後悔	c=3 d=1 t=58569
hou kan 	吼看	c=1 d=1 t=58161
hou lai 	後來	c=3 d=1.00228 t=59800
hou mian 	後面	c=7 d=1 t=61140
hou si wei 	後四位	c=1 d=1 t=62354
hou tai 	後臺	c=13 d=1.00005 t=52228
hou tai dai ma 	後臺代碼	c=1 d=1 t=36955
hou tian 	後天	c=2 d=1 t=48851
hou zhui 	後綴	c=2 d=1 t=44791
hu 	乎	c=1 d=1 t=694
hu 	互	c=1 d=1 t=24055
hu 	忽	c=1 d=0.100705 t=9020
hu 	滬	c=1 d=1 t=17993
hu 	虎	c=0 d=0.1 t=38795
hu dong 	互動	c=3 d=1.99005 t=51290
hu hu 	呼呼	c=1 d=1 t=14465
hu jiang 	滬江	c=1 d=1 t=5383
hu kou 	戶口	c=4 d=1 t=60177
hu kou 	餬口	c=1 d=1 t=11407
hu li 	護理	c=2 d=1.99005 t=36994
hu lian 	互聯	c=1 d=1 t=57655
hu lian wang 	互聯網	c=2 d=1 t=19712
hu luo bo 	胡蘿蔔	c=2 d=1.02352 t=49057
hu lve 	忽略	c=1 d=1 t=39642
hu nong 	糊弄	c=2 d=1 t=40503
hu qi 	呼氣	c=1 d=1 t=62060
hu ren 	湖人	c=1 d=1 t=45583
hu sheng 	呼聲	c=1 d=1 t=26221
hu shi 	護士	c=1 d=1 t=13970
hu tong 	互通	c=1 d=1 t=32761
hu xi 	呼吸	c=1 d=1 t=16233
hu xi qi 	呼吸器	c=1 d=1 t=62061
hu xiang 	互相	c=1 d=1 t=9102
hu xiao 	虎嘯	c=1 d=1 t=11450
hu xing 	戶型	c=1 d=1 t=28266
hua 	化	c=5 d=1.50662 t=55943
hua 	畫	c=12 d=1 t=58579
hua 	花	c=16 d=1.06287 t=60249
hua 	華	c=2 d=1.5599 t=27430
hua 	話	c=108 d=1.84344 t=62534
hua bei 	華北	c=1 d=1 t=50146
hua bu chu qu 	花不出去	c=1 d=1 t=60157
hua bu qi 	花不起	c=1 d=1 t=58251
hua cheng 	化成	c=1 d=1 t=3858
hua chuan 	划船	c=0 d=0.1 t=675
hua chuan ji 	划船機	c=1 d=1 t=676
hua hen 	劃痕	c=1 d=1 t=61942
hua hua 	畫畫	c=1 d=1 t=13840
hua hua 	花花	c=4 d=1.99501 t=11805
hua le 	花了	c=5 d=2.09005 t=54010
hua lian 	華聯	c=2 d=1.06051 t=23739
hua liao 	化療	c=1 d=1 t=57089
hua lo 	化咯	c=1 d=1 t=1724
hua luo 	花螺	c=1 d=1 t=2714
hua mian 	畫面	c=2 d=0.1 t=37916
hua mian nei 	畫面內	c=1 d=1 t=37917
hua qi 	花旗	c=0 d=0.1 t=24731
hua qian 	花錢	c=4 d=1 t=60155
hua qian le 	花錢了	c=1 d=1 t=3312
hua shi 	花式	c=1 d=1 t=13129
hua shuo 	華碩	c=3 d=1 t=49809
hua shuo 	話說	c=1 d=1 t=12199
hua ti 	話題	c=3 d=1.97045 t=57411
hua wei 	華爲	c=11 d=1 t=58308
hua xiang 	畫像	c=0 d=0.1 t=3230
hua xu 	花絮	c=1 d=1 t=10799
hua yang 	花樣	c=0 d=0.1 t=11174
hua yang tiao shui 	花樣跳水	c=1 d=1 t=11175
hua yi 	畫一	c=0 d=0.1 t=54665
hua yi ge 	畫一個	c=1 d=1 t=54666
hua zhi 	畫質	c=2 d=1.97045 t=20319
hua zhu 	華住	c=1 d=1 t=50464
hua zhuang pin 	化妝品	c=2 d=1 t=38258
huai 	壞	c=3 d=1 t=32186
huai diao 	壞掉	c=1 d=1 t=40322
huai le 	壞了	c=4 d=1 t=27557
huai lo 	壞咯	c=1 d=1 t=34967
huai yi 	懷疑	c=0 d=0.1 t=1535
huai yi ren sheng 	懷疑人生	c=1 d=1 t=1536
huai yun 	懷孕	c=2 d=1.66365 t=17355
huan 	換	c=27 d=0.1 t=60624
huan 	環	c=2 d=1 t=46664
huan 	還	c=9 d=1.956 t=58243
huan bu huan 	換不換	c=1 d=1 t=47968
huan bu qi 	換不起	c=1 d=1 t=47973
huan cheng 	換成	c=6 d=1 t=27217
huan chu 	喚出	c=1 d=1 t=529
huan dang 	換檔	c=2 d=1.956 t=24497
huan dao 	換到	c=3 d=1 t=61555
huan dao le 	換到了	c=1 d=1 t=20732
huan di fang 	換地方	c=1 d=1 t=35021
huan dian chi 	換電池	c=1 d=1 t=13366
huan diao 	換掉	c=5 d=1.56836 t=62304
huan diao le 	換掉了	c=1 d=1 t=39439
huan ge 	換個	c=8 d=1 t=54243
huan guo 	換過	c=1 d=1 t=31162
huan guo lai 	換過來	c=1 d=1 t=51219
huan hang 	換行	c=2 d=1.79057 t=19029
huan huan 	換換	c=1 d=1 t=48841
huan huan 	緩緩	c=3 d=1 t=48840
huan hui lai 	換回來	c=1 d=0.100051 t=51248
huan hui lai ba 	換回來吧	c=1 d=1 t=49731
huan hui lai le 	換回來了	c=1 d=1 t=51249
huan jie 	環節	c=1 d=1 t=23064
huan jing 	環境	c=34 d=1.09681 t=62079
huan ju hua shuo 	換句話說	c=1 d=1 t=26645
huan ku zi 	換褲子	c=1 d=1 t=60625
huan le 	換了	c=10 d=1 t=55311
huan shang 	換上	c=1 d=1 t=41371
huan shou ji 	換手機	c=1 d=1 t=12259
huan suan 	換算	c=2 d=1 t=44352
huan xi 	換洗	c=1 d=1 t=33743
huan xi 	歡喜	c=1 d=1 t=33742
huan xia 	換下	c=1 d=1 t=17861
huan xiang 	幻想	c=2 d=1.96079 t=13406
huan yi xia 	換一下	c=2 d=1 t=21307
huan ying 	歡迎	c=24 d=1 t=58073
huan yuan 	還原	c=3 d=1 t=59653
huan zhai 	還債	c=1 d=1 t=39748
huan zu 	換租	c=5 d=1 t=42687
huang 	慌	c=1 d=1 t=4646
huang 	晃	c=1 d=1 t=3104
huang 	黃	c=7 d=1 t=58562
huang jia 	皇家	c=3 d=2.97268 t=5283
huang jia yuan lin 	皇家園林	c=2 d=1.96079 t=5269
huang jin 	黃金	c=1 d=1 t=8966
huang jing 	黃靜	c=2 d=1 t=38020
huang men 	黃門	c=0 d=0.1 t=46283
huang men ji 	黃門及	c=1 d=1 t=46284
huang niu 	黃牛	c=2 d=1 t=13870
huang yan 	謊言	c=0 d=0.1 t=14616
huang yan se 	黃顏色	c=1 d=1 t=48875
hui 	回	c=31 d=1 t=59480
hui 	會	c=134 d=1.63145 t=60168
hui 	灰	c=6 d=1 t=58561
hui 	輝	c=3 d=1.66365 t=53553
hui ba 	會把	c=1 d=0.1 t=57910
hui bao 	回報	c=1 d=1 t=60270
hui bei 	會被	c=1 d=1 t=8146
hui bei jing 	回北京	c=1 d=1 t=13542
hui bian 	彙編	c=1 d=1 t=17580
hui bu hui 	回不回	c=1 d=1 t=40283
hui bu hui 	會不會	c=3 d=1 t=51776
hui bu hui you 	會不會有	c=1 d=1 t=8307
hui bu qu 	回不去	c=2 d=1 t=35389
hui che 	回車	c=2 d=1 t=58100
hui da 	回答	c=5 d=1.98511 t=36117
hui dao 	回到	c=2 d=1 t=45459
hui du 	灰度	c=5 d=1.011 t=17243
hui du tu 	灰度圖	c=1 d=1 t=5701
hui dui 	會對	c=1 d=1 t=2408
hui er 	會兒	c=1 d=0.1 t=58140
hui fu 	回覆	c=1 d=1 t=61095
hui fu 	恢復	c=10 d=1 t=62113
hui fu le 	恢復了	c=1 d=1 t=34575
hui fu lo 	恢復咯	c=1 d=1 t=34598
hui gan jue 	會感覺	c=1 d=1 t=8520
hui ge 	回個	c=1 d=1 t=20519
hui gu 	回顧	c=1 d=1 t=18365
hui gui 	回歸	c=5 d=1.73712 t=51593
hui gun 	回滾	c=1 d=1 t=53696
hui guo 	回國	c=1 d=1 t=38827
hui hou 	會後	c=1 d=1 t=30048
hui hui 	回回	c=1 d=1 t=46019
hui hui 	惠惠	c=1 d=1 t=16805
hui ji 	彙集	c=2 d=1 t=37521
hui jia 	回家	c=47 d=1.01588 t=61773
hui jia bu 	回家不	c=1 d=1 t=37843
hui jia le 	回家樂	c=1 d=1 t=9310
hui ke 	回可	c=1 d=1 t=4631
hui lai 	回來	c=21 d=1.00011 t=53185
hui lai ba 	回來吧	c=1 d=1 t=57992
hui lai bu ne 	回來不呢	c=1 d=1 t=42933
hui lai de 	回來的	c=1 d=1 t=11095
hui lai de shi hou 	回來的時候	c=1 d=1 t=1143
hui lai le 	回來了	c=7 d=1.00002 t=61587
hui lai le ma 	回來了嗎	c=1 d=1 t=12721
